अफ्रीका	Africa
रूख कटहर	Artocarpus heterophyllus
ई.पू. ३५०	350 a.C.
ओखल र मुसल	Mortaio (utensile)
सत्येन्द्र नाथ बोस	Satyendranath Bose
दाइजो	Dote
ई.पू. १९७	197 a.C.
ई.पू. २०७	207 a.C.
ई.पू. १०५	105 a.C.
ई.पू. १८८	188 a.C.
ई.पू. १८०	180 a.C.
ई.पू. १३१	131 a.C.
ई.पू. १९१	191 a.C.
दादरा र नगर हवेली	Dadra e Nagar Haveli
ई.पू. २७५	275 a.C.
ई.पू. २१२	212 a.C.
राष्ट्रिय निकुञ्ज	Parco nazionale
ई.पू. १९९	199 a.C.
ओलम्पियाको जिउजको मूर्ति	Statua di Zeus a Olimpia
ई.पू. १९६	196 a.C.
ई.पू. १८७	187 a.C.
ई.पू. १९८	198 a.C.
ई.पू. १९२	192 a.C.
ई.पू. १९३	193 a.C.
टाइनी टेम्पा	Tinie Tempah
ई.पू. १९४	194 a.C.
ई.पू. २०५	205 a.C.
टाइपराइटर	Macchina per scrivere
ई.पू. १५५	155 a.C.
ई.पू. १७६	176 a.C.
ई.पू. १८१	181 a.C.
कछुवा	Testudinidae
चित्रदुर्ग	Chitradurga
अफिम	Oppio
ई.पू. १६७	167 a.C.
ई.पू. १६६	166 a.C.
ई.पू. १७४	174 a.C.
ई.पू. १६५	165 a.C.
ई.पू. २०८	208 a.C.
ई.पू. १६०	160 a.C.
ई.पू. १६१	161 a.C.
ई.पू. १६४	164 a.C.
ई.पू. १८२	182 a.C.
ई.पू. १७३	173 a.C.
ई.पू. १७२	172 a.C.
ई.पू. १७८	178 a.C.
ई.पू. १७५	175 a.C.
फिजी हिन्दी	Lingua hindi figiana
सम्पत्ति	Cespite
वाङ्गारी माथाई	Wangari Maathai
श्रीमद्भगवद गीता	Bhagavadgītā
हिमश्रृङ्खला	Catena montuosa
वासलात	Stato patrimoniale
लेना नदी	Lena (fiume)
औंठी	Anello (gioiello)
तिब्बती लिपि	Alfabeto tibetano
ओखर	Juglans regia
ई.पू. १५४	154 a.C.
ई.पू. १३२	132 a.C.
ई.पू. १७०	170 a.C.
ई.पू. १५७	157 a.C.
ई.पू. १११	111 a.C.
ई.पू. ११४	114 a.C.
ई.पू. २२०	220 a.C.
ई.पू. १६३	163 a.C.
ई.पू. १६२	162 a.C.
ई.पू. २८०	280 a.C.
ई.पू. १३४	134 a.C.
जैविक विविधता	Biodiversità
नेदरल्याण्ड राष्ट्रिय फुटबल टिम	Nazionale di calcio dei Paesi Bassi
ऐश्वर्या राय	Aishwarya Rai
परिवर्तित चट्टान	Roccia metamorfica
खैरो	Marrone
बलात्कार	Violenza sessuale
बाल्टिन	Secchio
एनरिक इग्लेसियस	Enrique Iglesias
यजुर्वेद	Yajurveda
श्रुति	Śruti
अर्थशास्त्रमा नोबेल पुरस्कार	Premio Nobel per l'economia
ई.पू. २१८	218 a.C.
ई.पू. ११८	118 a.C.
ई.पू. १३८	138 a.C.
ई.पू. १३५	135 a.C.
ई.पू. १२८	128 a.C.
ई.पू. २७०	270 a.C.
कामसूत्र	Kāma Sūtra
ई.पू. २८७	287 a.C.
ई.पू. २१६	216 a.C.
ई.पू. ३००	300 a.C.
संयुक्त राष्ट्र महासभा	Assemblea generale delle Nazioni Unite
ई.पू. १५८	158 a.C.
ई.पू. १२७	127 a.C.
ई.पू. ११७	117 a.C.
ई.पू. १५३	153 a.C.
ई.पू. १२५	125 a.C.
ई.पू. १०८	108 a.C.
ई.पू. १२४	124 a.C.
स्वामी विवेकानन्द	Vivekananda
गाजा शहर	Gaza
अन्तर्राष्ट्रिय श्रमिक दिवस	Festa del lavoro
मातृ दिवस	Festa della mamma
कम्पाइलर	Compilatore
खोला	Ruscello
ई.पू. २२१	221 a.C.
भिक्टर भ्यालडेस	Víctor Valdés
बिजुली बत्ती	Lampada a incandescenza
ई.पू. २३०	230 a.C.
ई.पू. २९५	295 a.C.
ई.पू. २७६	276 a.C.
ई.पू. २०४	204 a.C.
ई.पू. २८८	288 a.C.
भेनस (देवी)	Venere (divinità)
कालाहारी मरुभूमि	Kalahari
डाउन सिन्ड्रोम	Sindrome di Down
इङ्ल्यान्ड राष्ट्रिय फुटबल टिम	Nazionale di calcio dell'Inghilterra
फ्रान्स राष्ट्रिय फुटबल टिम	Nazionale di calcio della Francia
उत्तर आधुनिकतावाद	Postmodernismo
प्रतिभा पाटिल	Pratibha Patil
ग्रीन डे	Green Day
तास (खेल)	Carte da gioco
एकसिंगे गैंडा	Rhinoceros unicornis
फोक्सो क्यान्सर	Carcinoma del polmone
लखनऊ	Lucknow
बुल्ढाना	Buldhana
ढाँचा:Commonscat	Template:Commonscat
ई.पू. २९७	297 a.C.
ई.पू. ३३०	330 a.C.
अलेक्सान्दार केरेन्स्की	Aleksandr Fëdorovič Kerenskij
ई.पू. २९३	293 a.C.
फेडोरा परियोजना	Fedora (informatica)
अन्तर्राष्ट्रिय प्रकृति संरक्षण संघ	Unione Internazionale per la Conservazione della Natura
ई.पू. ३२०	320 a.C.
विद्यार्थी	Studente
सिएनएन	CNN
महायान	Buddhismo Mahāyāna
ई.पू. ३१०	310 a.C.
ई.पू. ३२६	326 a.C.
ई.पू. ४९०	490 a.C.
ई.पू. २८५	285 a.C.
अमृतसर	Amritsar
अङ्ग	Cadavere
१९३० फिफा विश्वकप	Campionato mondiale di calcio 1930
बबी देओल	Bobby Deol
ईशा देओल	Esha Deol
सखारोभ पुरस्कार	Premio Sakharov per la libertà di pensiero
पर्दा	Tenda (arredamento)
भोजपुर जिल्ला (भारत)	Distretto di Bhojpur (India)
भागलपुर जिल्ला	Distretto di Bhagalpur
बेगूसराय जिल्ला	Distretto di Begusarai
पूर्वी चंपारण जिल्ला	Distretto del Champaran Orientale
दरभंगा जिल्ला	Distretto di Darbhanga
बक्सर जिल्ला	Distretto di Buxar
जमुई जिल्ला	Distretto di Jamui
गोपालगञ्ज जिल्ला	Distretto di Gopalganj (India)
गया जिल्ला	Distretto di Gaya
खगडिया जिल्ला	Distretto di Khagaria
जहानाबाद जिल्ला	Distretto di Jehanabad
पेन्टी	Mutande
पर्यटन	Turismo
सन् २०२५	2025
सन् २०२४	2024
सन् २०२३	2023
सन् २०२२	2022
सन् २०२१	2021
जर्मन सामाजिक-जनवादी पार्टी	Partito Socialdemocratico di Germania
राष्ट्रपतीय शासन प्रणाली	Repubblica presidenziale
सन् २०४२	2042
सन् २०५०	2050
इलोना स्टालर	Ilona Staller
गिनी रोमेटी	Ginni Rometty
रातो दानव तारा	Gigante rossa
चीनिया प्रान्त	Suddivisione amministrativa della Cina
म्यानचेस्टर सिटी	Manchester City Football Club
पार्क जि-सुङ	Park Ji-Sung
जोन हवार्ड	John Howard (politico)
एम्पीयरको नियम	Legge di Ampère
माक्सवेल समीकरण	Equazioni di Maxwell
एयर चाइना	Air China
इबोला	Malattia da virus Ebola
बुर्जुवा	Borghesia
शेख हसिना	Sheikh Hasina
ढाँचा:Chembox	Template:Composto chimico
ढाँचा:Infobox element	Template:Infobox elemento chimico
ढाँचा:Infobox mineral	Template:Minerale
ढाँचा:Taxobox	Template:Tassobox
रक्तदान	Donazione del sangue
यालमार ब्रांतिंग	Hjalmar Branting
भ्यागुतो	Anura
सामी केडिरा	Sami Khedira
अन्तर्राष्ट्रिय श्रम संगठन	Organizzazione internazionale del lavoro
क्रिस हेम्सवर्थ	Chris Hemsworth
कण्ठे ढुकुर	Streptopelia decaocto
जाँठा	Pelo pubico
सुनिता विलियम्स	Sunita Williams
राज कपूर	Raj Kapoor
मोजिला फाउन्डेसन	Mozilla Foundation
अल्बाट्रोस	Diomedeidae
श्रेणी:सेनाको पद-संरचना	Grado militare
किम जोङ उन	Kim Jong-un
महिन्दा राजपाक्ष	Mahinda Rajapaksa
जिग्मे खेसर नामग्याल वाङचुक	Jigme Khesar Namgyel Wangchuck
रामवरण यादव	Ram Baran Yadav
प्रणब मुखर्जी	Pranab Mukherjee
बाबुराम भट्टराई	Baburam Bhattarai
इबे	EBay
सुजाता कोइराला	Sujata Koirala
लियाम निसन	Liam Neeson
पञ्जाबी भाषा	Lingua punjabi
बँदेल	Sus scrofa
मृत्युदर	Tasso di mortalità
अरब सागर	Mar Arabico
धर्म इतर	Irreligiosità
दक्षिण अमेरिकी फुटबल संघ	Confederación sudamericana de Fútbol
सतना	Satna
जलरङ्क	Calidris temminckii
श्वेत जलरङ्क	Calidris alba
काकीनाड़ा	Kakinada
खिर	Kheer
जेरी	Jalebi
माइकल बे	Michael Bay
गोदावरी फूल	Chrysanthemum
नेपालका राजाहरूको सूची	Re del Nepal
भारतीय उपमहाद्वीप	Subcontinente indiano
रिले स्टील	Riley Steele
इक्थ्योलोजी	Ittiologia
चन्द्रशेखर वेङ्कट रामन	Chandrasekhara Venkata Raman
नमस्ते	Namasté
छद्मनाम	Pseudonimo
त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल	Aeroporto Internazionale Tribhuvan
लातूर	Latur
नेल्लोर	Nellore
आइफोन फाइभ	IPhone 5
भारतिय निलो मयूर	Pavo cristatus
आँसीठुँडे जलरङ्क	Calidris ferruginea
जे–जी (गायक)	Jay-Z
हल्क	Givanildo Vieira de Souza
ब्यारेन्क्विला	Barranquilla
ड्रु ब्यारिमोर	Dru Berrymore
मौर्य साम्राज्य	Impero Maurya
आयात	Importazione
एनालग कम्प्युटर	Computer analogico
विनिमयदर	Tasso di cambio
हेनरी किसिन्जर	Henry Kissinger
केन्द्रीय बैंक	Banca centrale
जयपुर	Jaipur
दमन र दीव	Daman e Diu
पुदुच्चेरी	Pondicherry (territorio)
फिलिप शाइडमान	Philipp Scheidemann
कार्ल लेगीन	Carl Legien
रबर्ड बन्सन	Robert Wilhelm Bunsen
पोताला दरबार	Palazzo del Potala
भ्याकुर	Dioscorea
ब्रुक्लिन ली	Brooklyn Lee
समुन्द्री घोडा	Hippocampus
सजीवन	Jatropha curcas
ई.पू. २१७	217 a.C.
ई.पू. २२७	227 a.C.
ई.पू. २८२	282 a.C.
ई.पू. २७९	279 a.C.
ई.पू. ४०४	404 a.C.
ई.पू. ३२१	321 a.C.
ई.पू. ३६०	360 a.C.
ई.पू. ३२४	324 a.C.
ई.पू. २८१	281 a.C.
ई.पू. ४०६	406 a.C.
म्याकिन्टोश	Apple Macintosh
फेर्डिनाण्ड लासाल	Ferdinand Lassalle
एडुवार्ड बेर्नश्टाइन	Eduard Bernstein
रेडसिफ्ट	Spostamento verso il rosso
जर्ज क्यान्टर	Georg Cantor
अगष्ट बेबेल	August Bebel
काका (नाता)	Zio
यूजेन डयूहरिंग	Karl Eugen Dühring
कार्ल काउत्स्की	Karl Kautsky
मटितेल	Cherosene
ब्रियाना ब्यांक्स	Briana Banks
कैमुर जिल्ला	Distretto di Kaimur
किशनगंज जिल्ला	Distretto di Kishanganj
